LogS	SMILES	Reference
-0.22	COP(=O)(OC)[C@H](O)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.31	ClC(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.17	ClC(Cl)(Cl)C#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.67	OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.4	ClC(Cl)C(Cl)(Cl)SN1C(=O)[C@@H]2CC=CC[C@@H]2C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.39	ClCc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.37	ClCC#CCOC(=O)Nc1cccc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.99	CCCCCCCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.12	CCCCCCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.73	CCCCCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.03	CCCCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.62	ClCCCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.47	CCCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.06	ClCCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.29	ClCCC#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.12	ClCCOCCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.16	ClCCS(=O)CCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.5	ClCCS(=O)(=O)CCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.06	CCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.36	ClCC=C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2	CC(C)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.11	OC(CCl)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.34	CCOP(=S)(OCC)S[C@H](CCl)N1C(=O)c2ccccc2C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.63	ClCCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.09	ClCC#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.19	CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.26	CCc1cccc(CC)c1N(COC)C(=O)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.73	CCc1cccc(C)c1N([C@H](C)COC)C(=O)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.48	CC(C)N(C(=O)CCl)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.02	NC(=O)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.93	OC(=O)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.5	ClCCS(=O)(=O)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.75	ClC=C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.77	COC(=O)[C@H](Cl)Cc1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.63	CCC[C@@H](C)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.63	CCC(Cl)CC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.96	CC[C@@H](C)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.92	ClCC(Cl)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.6	C[C@@H](Cl)CCl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.41	CC(C)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.7	C[C@H](Cl)[C@@H](C)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.68	NS(=O)(=O)c1cc2c(N[C@@H](NS2(=O)=O)C(Cl)Cl)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.4	CCCC(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.48	ClCC(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.03	ClC(Cl)CC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.29	CC(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.51	ClC(Cl)[C@H](c1ccc(Cl)cc1)c2ccccc2Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.2	ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.74	ClC(Cl)C(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.17	ClC(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.62	ClC(Cl)C(=O)N(CC=C)CC=C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.03	ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.15	CS(=O)(=O)c1ccc(cc1)[C@H](O)[C@H](CO)NC(=O)C(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.3	Cl\C=C\Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.3	Cl\C=C\Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.52	CCN(CC)C(=O)\C(=C\COP(=O)(OC)OC)\Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.08	CC(C)N(C(C)C)C(=O)SC\C(=C\Cl)\Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.6	CC1(C)N(Cl)C(=O)N(Cl)C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.28	Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.02	Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.38	Fc1cc(F)c(F)cc1F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.31	Fc1cc(F)c(F)c(F)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.34	CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c2ccc(F)c(Oc3ccccc3)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.49	C[C@H](C(=O)O)c1ccc(c(F)c1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.8	OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.37	O[C@](Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.32	CC1(C)O[C@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@H](O)C[C@]3(C)[C@]2(O1)C(=O)CO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.43	C[C@]12C[C@@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.1	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.71	CCCCC(=O)O[C@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]12C)C(=O)CO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.9	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@]1(OC(=O)C)C(=O)CO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.9	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.64	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.61	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.13	CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]12C)OC(=O)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.69	C[C@]12C[C@@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2	Fc1cccc(F)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.54	Fc1ccc(CCl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.43	OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.97	Fc1ccc(F)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.78	CC(=O)Nc1ccc(F)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.8	Fc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.07	FC1=CNC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.97	NC1=NC(=O)NC=C1F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.04	FC(F)(Cl)C(F)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.12	FC(F)(Cl)C(F)(F)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.21	CCN1c2ncccc2C(=O)Nc3c1nc(C)cc3C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.59	NS(=O)(=O)c1cc2c(N[C@H](Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.6	OC(=O)c1ccccc1C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.15	OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.52	CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.3	CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8	CC(C)[C@@H](Nc1ccc(cc1Cl)C(F)(F)F)C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.44	CN1C=C(C(=O)C(=C1)c2cccc(c2)C(F)(F)F)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.4	FC(F)(F)c1cccc(c1)C(c2ccccc2)(c3ccccc3)n4cncn4	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.05	FC(F)(F)c1cccc(c1)N2C[C@@H](CCl)[C@@H](Cl)C2=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.04	CNC1=C(Cl)C(=O)N(N=C1)c2cccc(c2)C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.47	Nc1cccc(c1)C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.36	OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.17	OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.43	CN(C)C(=O)Nc1cccc(c1)C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.51	FC(F)(F)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.3	C[C@H](O)C(F)(F)F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.32	Cc1c(F)c(F)c(COC(=O)[C@@H]2[C@@H](\C=C(/Cl)\C(F)(F)F)C2(C)C)c(F)c1F	J. Chem. Inf. Model. 2007, 47, 1395-1404
-8.18	CC1(C)[C@H](\C=C(/Cl)\C(F)(F)F)[C@H]1C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.24	CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.8	Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.8	FCCN1C(=O)c2ccccc2Cc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.88	CC(C)[C@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.55	Ic1cccc2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.22	N[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.86	N[C@H](Cc1cc(I)c(O)c(I)c1)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.61	Oc1c(I)cc(cc1I)C#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.31	OC(=O)c1cc(I)cc(I)c1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.62	COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.54	Clc1ccccc1I	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.21	Ic1ccccc1C(=O)Nc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.73	OC(=O)c1ccccc1I	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.55	Clc1cccc(I)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.27	OC(=O)c1cccc(I)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.56	Brc1ccc(I)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.03	Clc1ccc(I)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.13	Fc1ccc(I)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.25	CC(=O)Nc1ccc(I)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.78	Ic1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.46	Ic1[nH]c(I)c(I)c1I	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.46	Ic1[nH]c(I)c(I)c1I	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.81	CCCCCCCI	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.96	CCCCI	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.29	CCCI	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.43	OC(=O)CCI	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.6	CCI	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.34	ICI	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1	CI	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.09	CC(C)I	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.22	I\C=C\I	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.22	I\C=C\I	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.32	OC(=O)C1=C(CN2C=CC=C=C2)CS[C@@H]3[C@H](NC(=O)Cc4cccs4)C(=O)N13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.99	Nc1cc(nc(N)[n+]1[O-])N2CCCCC2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.68	c1cnc2c(c1)ccc3ncccc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.97	Cc1ccnc2c1ccc3c(C)ccnc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.78	c1ccc2c(c1)cnc3ccccc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.36	c1ccc2c(c1)ccc3ncccc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.54	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)\C=C\c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.54	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)\C=C\c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.94	Cc1cc(C)c2ccccc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.2	Cc1cc(O)c2ccccc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.54	Oc1cccc2ncccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.87	COc1ccc2CC[C@]34C=CC(=O)C[C@]3(CCN4C)c2c1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.67	c1ccc2nc3ccccc3cc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.04	CN1C(=O)c2cc(N)cnc2Oc3cc(C)ccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.16	Oc1ccc2ncccc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.4	c1ccc2nc(ccc2c1)c3ccc4ccccc4n3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.94	Cc1ccc2ccc(C)nc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.93	CN1C(=O)c2cc(C)ccc2Oc3ccc(N)cc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.42	Oc1cccc2cccnc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.3	c1ccc2ncccc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.19	CN(C)CCCN1c2ccccc2CCc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.66	CNCCCN1c2ccccc2CCc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.75	CCN1c2ccccc2N(C)C(=O)c3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.68	CCN1C(=O)c2ccccc2Oc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.67	CN1C(=O)c2cccnc2Oc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.68	c1ccc2c(c1)ccc3nccnc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.09	COc1cc2N3[C@@H]4[C@H]5[C@H](CC3=O)OCC=C6CN7CC[C@@]4([C@@H]7C[C@H]56)c2cc1OC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.09	COc1cc2N3[C@@H]4[C@H]5[C@H](CC3=O)OCC=C6CN7CC[C@@]4([C@@H]7C[C@H]56)c2cc1OC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.32	O=C1C[C@@H]2OCC=C3CN4CC[C@]56[C@@H]4C[C@@H]3[C@H]2[C@H]5N1c7ccccc67	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.32	O=C1C[C@@H]2OCC=C3CN4CC[C@]56[C@@H]4C[C@@H]3[C@H]2[C@H]5N1c7ccccc67	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.52	COc1ccc2C[C@H]3[C@H]4C=C[C@H](O)[C@H]5Oc1c2[C@@]45CCN3C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.28	CN1CC[C@@]23[C@@H]4Oc5c(O)ccc(C[C@H]1[C@H]2C=C[C@@H]4O)c35	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.87	COc1ccc2C[C@@H]3[C@H]4C=CC(=O)C[C@]4(CCN3C)c2c1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.82	CC[C@@H]1[C@@H]2C[C@H]3[C@H]4N(C)c5ccccc5[C@]46C[C@@H]([C@H]2[C@H]6O)N3[C@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.48	CN1[C@@H]2CC(C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@@H](CO)c4ccccc4	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.91	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](CO)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.23	COC(=O)[C@H]1[C@@H](C[C@H]2CC[C@@H]1N2C)OC(=O)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.02	CN1[C@@H]2CC[C@H]1[C@H]([C@H](O)C2)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.55	CCN1c2ncccc2C(=O)Nc3c(C)cc(C)nc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.36	CCN1c2nc(ccc2NC(=O)c3cccnc13)N(C)CCO	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.06	Cc1cnc2cncnc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.91	COc1cnc2cncnc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.19	Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.32	CCN1c2ccccc2N(C)C(=O)c3cccnc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.87	CCN1c2cc(cc(C)c2NC(=O)c3cccnc13)N(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.15	CCN1c2cc(OC)cc(C)c2NC(=O)c3cccnc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.86	CCN1C(=O)c2cccnc2N(CC)c3ncccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.62	CCN1c2ncccc2N(C)C(=O)c3cccnc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.12	Cc1ncc2nccnc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.11	COc1ncc2nccnc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.95	Oc1ncc2nccnc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.02	c1cnc2ncncc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.47	Cc1ncnc2nccnc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.11	COc1ncnc2nccnc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.06	Cc1cnc2ncncc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.14	COc1cnc2ncncc2n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.95	Nc1ncnc2c1ccn2[C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.23	OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)n2cnc3c(O)ncnc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.39	CN1C(=O)N(C)c2nc[nH]c2C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.68	Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.68	O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.38	Cc1cccnc1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.38	Cc1ccnc(C)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.4	Cc1ccc(C)nc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.45	Cc1cccc(C)n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.42	c1ccc(nc1)c2ccccn2	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.51	CCc1ccccn1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.02	Oc1ccccn1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.14	COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.11	COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.89	CCOC(=O)C1(CCN(C)CC1)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
1	CN1CCCC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.42	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@@]2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(=O)c5c(O)cccc5[C@@]3(C)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.23	CN1CCCCC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.46	O=C(\C=C\C=C\c1ccc2OCOc2c1)N3CCCCC3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.46	O=C(\C=C/C=C/c1ccc2OCOc2c1)N3CCCCC3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.17	O=NN1CCCCC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.07	O[C@@H]1CCN2[C@H](O)c3ccccc3N=C12	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.81	COC(=O)C1=CCCN(C)C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.64	COc1cc2c(N)nc(nc2c(OC)c1OC)N3CCN(CC3)C(=O)OCC(C)(C)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.15	CC(C)CNC(=O)N1CCNC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.98	CCN1C=C(C(=O)O)C(=O)c2cnc(nc12)N3CCNCC3	J. Chem. Inf. Model. 2007, 47, 1395-1404
1	CN1CCOCC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.72	C[N+](C)(C)CC(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.45	c1ccc2cnccc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.89	C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@H]2C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.36	Cc1ccncc1C	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.38	Cc1cncc(C)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.96	OCc1cccnc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.46	COC(=O)c1cccnc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.84	OC(=O)c1cccnc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
