Chemical name 	CAS RN	SMILES	End Points (pIGCC50,ug/L )	Species	Reference
n-Ethylaniline	103695	CCNC1=CC=CC=C1	0.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
N-Phenylacetamide	103-84-4	N(C(C)=O)c1ccccc1	0.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-phenylbiguanide	102023	N(C(NC(=N)N)=N)c1ccccc1	-0.39	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-phenyl-2-thiourea	103855	c1ccccc1NC(N)=S	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Thioacetanilide	637536	CC(=S)NC1=CC=CC=C1	-0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methyl-4-methylaminobenzoate	18358639	CNC1=CC=C(C=C1)C(=O)OC	0.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methylaniline	95534	CC1=CC=CC=C1N	-0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
62533	62533	C1=CC=C(C=C1)N	-0.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Aminobenzyl alcohol	5344901	C1=CC=C(C(=C1)CO)N	-1.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Acetamidophenol	621421	CC(=O)NC1=CC(=CC=C1)O	-0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-hydroxy-4,5-dimethylacetophenone	147218-98-2	C(=N/NC(NC)=S)(\C)c1c(O)cc(c(c1)C)C	0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxy-4,5-dimethylacetophenone	36436654	CC1=C(C=C(C(=C1)C(=O)C)O)C	0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxy-5-methylacetophenone	1450-72-2	C(C)(=O)c1c(O)ccc(c1)C	0.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxy-2-methylacetophenone	875-59-2	C(C)(=O)c1c(C)cc(cc1)O	0.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methyl-3-cyanophenol	101349-82-0	C(#N)c1c(C)ccc(c1)O	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromophenyl	16532799	C1=CC(=CC=C1CC#N)Br	0.6	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chlorobenzyl	140534	C1=CC(=CC=C1CC#N)Cl	0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Bromo-4-ethylbenzene	1585075	CCC1=CC=C(C=C1)Br	0.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzyl cyanide	140294	C1=CC=C(C=C1)CC#N	-0.36	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-fluorobenzonitrile	1194-02-1	C(#N)c1ccc(cc1)F	-0.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chlorobenzonitrile	623-03-0	C(#N)c1ccc(cc1)Cl	0	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-bromobenzonitrile	623-00-7	C(#N)c1ccc(cc1)Br	0.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chlorobenzonitrile	873-32-5	C(#N)c1c(Cl)cccc1	0.28	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-chlorobenzonitrile	766-84-7	C(#N)c1cc(Cl)ccc1	-0.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrophenylacetonitrile	555-21-5	N(=O)(=O)c1ccc(cc1)CC#N	0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2(4-Chlorophenyl)ethylamine	156412	C1=CC(=CC=C1CCN)Cl	0.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chlorophenethyl alcohol	1875883	C1=CC(=CC=C1CCO)Cl	0.32	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxybenzyl cyanide	14191958	C1=CC(=CC=C1CC#N)O	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Aminobenzyl cyanide	3544250	C1=CC(=CC=C1CC#N)N	-0.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromotoluene	106387	CC1=CC=C(C=C1)Br	0.47	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chlorobenzophenone	134850	C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl	1.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromobenzophenone	90904	C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Br	1.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-3-nitrobenzonitrile	939800	c1cc(c(cc1C#N)[N+](=O)[O-])Cl	1.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chlorobenzophenone	1016780	C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)Cl	1.55	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Phenylpropionitrile	645590	C1=CC=C(C=C1)CCC#N	-0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-dicyanobenzene	91156	N#Cc1c(C#N)cccc1	-0.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Phenylbutyronitrile	2046186	C1=CC=C(C=C1)CCCC#N	0.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,4-dicyano-tetrafluorobenzene	1835490	c1(c(c(c(C#N)c(c1F)F)F)F)C#N	2.55	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Amino-5-chlorobenzonitrile	5922601	C1=CC(=C(C=C1Cl)C#N)N	0.44	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Tolunitrile	529191	CC1=CC=CC=C1C#N	-0.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,4-Dichlorotoluene	95750	CC1=CC(=C(C=C1)Cl)Cl	1.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
8-Chloro-1-octanol	5197-62-6	C(COCCO)OCCCl	0.4878	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-methoxy-	109853	COCCN	-1.79	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Butoxyethanol (ACGIH:OSHA)	111762	C(CO)OCCCC	-1.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chloro-2-fluoro-5-(trifluoromethyl)benzaldehyde	261763-02-4	C(F)(F)(F)c1cc(C=O)c(c(c1)Cl)F	1.723	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,5-Trichlorobenzaldehyde	56961-75-2	C(=O)c1c(Cl)c(Cl)cc(c1)Cl	1.499	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde,m-chloro-(8CI)	587042	C(=O)C1=CC(Cl)=CC=C1	0.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
bromobenzaldehyde,	3132998	C1(=CC=CC(=C1)C=O)Br	0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde,	456484	C(C1=CC(=CC=C1)F)(=O)	0.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chlorobenzaldehyde	104881	C1=CC(=CC=C1C=O)Cl	0.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde, p-fluoro- (8CI)	459574	O=CC1=CC=C(F)C=C1	-0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde, 4-bromo- (9CI)	1122914	C(=O)C1=CC=C(C=C1)Br	0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	2973775	O=CC1=CC(Br)=C(O)C(=C1)Br	0.89	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
chlorobenzaldehyde,	89985	C(C1C(=CC=CC=1)Cl)=O	0.487	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-bromo-	6630337	C1=CC=C(C(=C1)C=O)Br	0.48	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentafluorobenzaldehyde	653372	C(=O)C1=C(C(=C(C(=C1F)F)F)F)F	0.82	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chloro-5-nitrobenzaldehyde	6361-21-3	C(=O)c1cc(N(=O)=O)ccc1Cl	0.53	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,4,5-tetrachloronitrobenzene	879-39-0	N(=O)(=O)c1c(Cl)c(Cl)c(c(c1)Cl)Cl	1.78	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde,2-fluoro-	446526	C(C1=C(C=CC=C1)F)(=O)	0.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	2973786	O=CC1=CC=C(C(Br)=C1)O	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3-dinitro-2,4,5-trichlorobenzene	2678-21-9	N(=O)(=O)c1c(Cl)c(N(=O)=O)cc(c1Cl)Cl	2.6	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Dichlorobenzaldehyde	874420	C1=CC(=C(C=C1Cl)Cl)C=O	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-dichloro-4,5-dinitrobenzene	6306-39-4	N(=O)(=O)c1c(N(=O)=O)cc(c(c1)Cl)Cl	2.21	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2,4-trichloro-5-nitrobenzene	89-69-0	N(=O)(=O)c1c(Cl)cc(c(c1)Cl)Cl	1.53	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dibromosalicylaldehyde	90595	C1=C(C=C(C(=C1Br)O)C=O)Br	1.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dichlorosalicylaldehyde	90608	C1=C(C=C(C(=C1Cl)O)C=O)Cl	1.55	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-diiododalicyaldehyde	2631778	C(=O)c1c(O)c(I)cc(c1)I	2.35	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2,3-trifluoro-4-nitrobenzene	771-69-7	N(=O)(=O)c1c(F)c(F)c(cc1)F	1.89	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,4,6-tetrafluoronitrobenzene	314-41-0	N(=O)(=O)c1c(F)c(F)c(cc1F)F	1.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2',3',4'-Trichloroacetophenone	13608872	CC(=O)C1=C(C(=C(C=C1)Cl)Cl)Cl	1.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3-dichloro-1-nitrobenzene	3209-22-1	N(=O)(=O)c1c(Cl)c(Cl)ccc1	1.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2,3-trichloro-4-nitrobenzene	17700-09-3	N(=O)(=O)c1c(Cl)c(Cl)c(cc1)Cl	1.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Chloro-6-nitrobenzaldehyde	6361-22-4	C(=O)c1c(N(=O)=O)cccc1Cl	0.155	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,4-dinitrotetrachlorobenzene	20098-38-8	N(=O)(=O)c1c(Cl)c(Cl)c(c(c1Cl)Cl)N(=O)=O	2.82	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-dibromonitrobenzene	3460-18-2	N(=O)(=O)c1c(Br)ccc(c1)Br	1.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-dichloro-1-nitrobenzene	89-61-2	N(=O)(=O)c1c(Cl)ccc(c1)Cl	1.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,5-dichloro-2,3-dinitrobenzene	28689-08-9	N(=O)(=O)c1c(N(=O)=O)cc(cc1Cl)Cl	2.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Naphthoquinone	524-42-5	O=C1c2c(C=CC1=O)cccc2	1.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans	614471	C(C=Cc1ccccc1)(=O)c1ccccc1	1.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(Trans)ethyl cinnamate	103366	CCOC(=O)C=CC1=CC=CC=C1	0.99	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Propyl cinnamate	7778838	CCCOC(=O)C=CC1=CC=CC=C1	1.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Propenoyl isothicoyanate-3- phenyl-(9CI)	19495080	O=C(N=C=S)C=CC1=CC=CC=C1	0.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-Diphenyl-1,4-benzoquinone	844519	C1=CC=C(C=C1)C2=CC(=O)C(=CC2=O)C3=CC=CC=C3	1.48	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Butyl cinnamate	538658	CCCCOC(=O)C=CC1=CC=CC=C1	1.53	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Phenyl-1,4-benzoquinone	363-03-1	O=C1C(=CC(C=C1)=O)c1ccccc1	0.85	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-hydroxyacetophenone	582-24-1	C(CO)(=O)c1ccccc1	0.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	3240093	C(CC(C)=C)C(C)=O	-0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-Hexandione	110134	CC(CCC(C)=O)=O	-1.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	107879	CC(CCC)=O	-1.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Hexen-2-one	109-49-9	C(C(C)=O)CC=C	-1.141	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	78933	C(=O)(C)CC	-1.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butylacetone	110430	CC(CCCCC)=O	-0.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methyl n-Decyl Ketone	6175491	CC(CCCCCCCCCC)=O	1.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
MGK dog and cat repellent	112129	CC(CCCCCCCCC)=O	1.53	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hexanone	591786	CC(CCCC)=O	-1.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
7V1	821556	CC(CCCCCCC)=O	0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
tridecanone,	593088	CC(CCCCCCCCCCC)=O	2.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Octyl methyl ketone	693549	CC(CCCCCCCC)=O	0.58	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Oxooctane	111137	CC(CCCCCC)=O	-0.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Hepten-2-one,6-methyl-	110930	CC(=CCCC(C)=O)C	-0.45	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-methyl-2-cyclopenten-1-one	2758-18-1	CC1=CC(CC1)=O	-1.323	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Acetylaceetone	123546	CC(CC(C)=O)=O	-0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hexanone,	110123	CC(CCC(C)C)=O	-0.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Dipropyl ketone (ACGIH)	123193	CCCC(CCC)=O	-0.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-hexen-3-one	1629-60-3	C(CCC)(C=C)=O	1.656	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-methyl-2-cyclopenten-1-one	1120-73-6	CC=1C(=O)CCC1	-0.826	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Octanedione	14090870	CC(=O)CC(=O)CCCC	0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
NCINSC#20699	6175231	C(C(=O)C)C(=O)CCCCC	0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,1'-sulfinylbis-	4253912	C(S(CCC)=O)CC	-1.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-octen-3-one	4312-99-6	C(CCCCC)(C=C)=O	1.914	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-butylacrolein	1070-66-2	C(CCCC)(C=O)=C	1.069	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methyl-2-pentanon (Czech)	108101	CC(CC(C)C)=O	-1.21	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Butyl sulphoxide	2168936	CCCCS(=O)CCCC	-0.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Nonanone (8CI9CI)	502567	CCCCC(CCCC)=O	0.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Hexyl kentone	462180	C(CCCCCC)(CCCCCC)=O	1.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Tetrahydroquinone	637887	C1CC(CCC1=O)=O	-1.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Decanone	928803	CCC(=O)CCCCCCC	0.63	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Cyclohexanone (8CI9CI)	108941	C1(CCCCC1)=O	-1.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,	504029	O=C(CCC1)CC1=O	-0.93	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-cyano-4,6-dimethyl-2-hydroxypyridine	769-28-8	C(#N)c1c(C)cc([nH]c1=O)C	-0.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-hydroxypropyl acrylate	999-61-1	C(OC[C@H](C)O)(C=C)=O	0.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
ethyl acrylate	140-88-5	C(OCC)(C=C)=O	0.516	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
isobutyl acrylate	106-63-8	C(OCC(C)C)(C=C)=O	0.291	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
propyl acrylate	925-60-0	C(OCCC)(C=C)=O	0.531	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
MOIPA	37143547	NC(COC)C	-0.83	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-methoxy-2-propanamine	37143-54-7	C([C@H](C)N)OC	-0.833	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
allyl acrylate	999-55-3	C(OCC=C)(C=C)=O	0.682	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
butyl acrylate	141-32-2	C(OCCCC)(C=C)=O	0.519	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-heptyl acrylate	2499-58-3	C(COC(C=C)=O)CCCCC	1.086	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-hexylacrylate	2499-95-8	C(OC(C=C)=O)CCCCC	0.741	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
allyl crotonate	20474-93-5	C(OCC=C)(\C=C\C)=O	-0.481	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
isoamyl acrylate	4245-35-6	C(OCCC(C)C)(C=C)=O	0.408	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3-butanediol diacrylate	19485-03-1	C([C@@H](OC(C=C)=O)C)COC(C=C)=O	1.144	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-pentylacrylate	2998-23-4	C(OCCCCC)(C=C)=O	0.537	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
tert-butyl acrylate	1663-39-4	O(C(C)(C)C)C(C=C)=O	-0.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl acrylate	96-33-3	C(C=C)(OC)=O	0.547	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
crotonic acid n-butyl ester	7299-91-4	O(C(\C=C\C)=O)CCCC	-0.159	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Malonic acid, acytamido-,diethyl ester	1068902	CC(=O)NC(C(=O)OCC)C(=O)OCC	-1.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Carboxyacetylene	471250	C(C#C)(=O)O	-0.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
kyselina 2,2-dimethylpropionova	75989	C(C(C)(C)C)(=O)O	-0.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Kyselina malonova (Czech)	141822	C(CC(=O)O)(=O)O	-0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Kyselina jantarova (Czech)	110156	C(CCC(=O)O)(=O)O	-0.94	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Acide propionique (French)	79094	C(CC)(=O)O	-0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Kyselina siomaselna (Czech)	79312	C(C(C)C)(=O)O	-0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid	505486	C(CCCCCCC(=O)O)(=O)O	-0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pimelic acid (8CI)	111160	C(CCCCCC(=O)O)(=O)O	-0.58	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentandioic acid	110941	C(CCCC(=O)O)(=O)O	-0.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Acide sebacique (French)	111206	C(CCCCCCCCC(=O)O)(=O)O	-0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,	124049	C(CCCCC(=O)O)(=O)O	-0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid	693232	C(CCCCCCCCCCC(=O)O)(=O)O	-0.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid,	4839467	OC(=O)CC(C)(C)CC(=O)O	-0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	2052019	C(C(C)(C)Br)(=O)O	-0.58	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric acid, 2-ethyl-	88095	C(C(CC)CC)(=O)O	-0.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Isovalerianic	503742	C(CC(C)C)(=O)O	-0.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
.beta.-Butenoic	625387	OC(=O)CC=C	-0.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Isohexanoic	646071	CC(CCC(O)=O)C	-0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
PENTANOIC acid, 3-methyl-	105431	OC(=O)CC(C)CC	-0.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propionic acid, 3-chloro-	107948	C(CCCl)(=O)O	-0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propionic acid, 3-bromo-	590921	C(CCBr)(=O)O	-0.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric acid, 2-bromo-3-methyl-	565742	C(C(C(C)C)Br)(=O)O	-0.55	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Bromo-3-methylbutyric acid	565-74-2	C([C@H](C(=O)O)Br)(C)C	-0.549	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
DL-3-Methylvaleric acid	105-43-1	C([C@H](CC)C)C(=O)O	-0.233	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butanoic acid, 4-chloro- (9CI)	627009	C(CCCCl)(=O)O	-0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric acid, 4-bromo-	2623872	OC(=O)CCCBr	-0.77	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
gamma-Nonanolactone	104-61-0	C(CCCC)[C@H]1OC(CC1)=O	0.014	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
gamma-n-Decalactone	706149	C(CC1OC(=O)CC1)CCCC	0.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	104507	CCCCC1CCC(O1)=O	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
CCCCCC1CCCC(O1)=O	705862	CCCCCC1CCCC(O1)=O	-0.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Prunolide	104610	C1CC(OC1=O)CCCCC	0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
gamma-Octanoic lactone	104-50-7	C(CCC)[C@H]1OC(CC1)=O	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
gamma-Decalactone	706-14-9	C(CCCCC)[C@H]1OC(CC1)=O	0.493	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
delta-decalactone	705-86-2	C(CCCC)[C@H]1OC(=O)CCC1	-0.077	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Gamma-caprolactone	695-06-7	C(C)[C@H]1OC(CC1)=O	-1.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
gamma-Ethylbutyrolactone	695067	CCC1OC(=O)CC1	-1.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
gamma-Valerolactone	108-29-2	C[C@H]1OC(CC1)=O	-1.569	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
gamma-Valerolakton	108292	CC1OC(CC1)=O	-1.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methyl nonylate	1731846	CCCCCCCCC(=O)OC	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methyl n-undecanoate	1731868	O(C)C(=O)CCCCCCCCCC	1.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Valeric acid, methyl ester	624248	CCCCC(=O)OC	-0.84	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Octanoic acid, methyl ester (8CI9CI)	111115	CCCCCCCC(OC)=O	0.54	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
